name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
iscU	5	23	3	36	27	26	27	17	45	70	31	18	5	35	19	28	17.56	26.87	21.64	43.24	54.34	30.32	32.57	23.53	75.92	54.23	34.85	19.46	16.59	37.11	19.95	30.71
iscS	11	48	5	30	21	24	25	42	59	86	32	28	8	33	28	49	38.63	56.08	36.07	36.04	42.26	27.99	30.16	58.14	99.54	66.63	35.98	30.27	26.55	34.99	29.40	53.74
iscR	8	43	5	26	11	14	19	37	56	100	23	39	6	21	36	26	28.09	50.24	36.07	31.23	22.14	16.33	22.92	51.22	94.48	77.47	25.86	42.17	19.91	22.26	37.80	28.52
trmJ	5	33	1	29	24	23	11	19	31	71	18	29	3	27	37	27	17.56	38.55	7.21	34.84	48.30	26.82	13.27	26.30	52.30	55.01	20.24	31.36	9.96	28.63	38.85	29.61
suhB	9	45	3	49	23	37	35	49	51	143	27	41	24	67	50	20	31.60	52.57	21.64	58.86	46.29	43.15	42.23	67.83	86.05	110.79	30.36	44.33	79.65	71.03	52.50	21.93
SL1344_RS13055	1	7	0	3	2	8	5	6	11	12	1	9	0	4	4	2	3.51	8.18	0.00	3.60	4.02	9.33	6.03	8.31	18.56	9.30	1.12	9.73	0.00	4.24	4.20	2.19
asrA	0	0	0	0	1	0	1	0	0	0	6	4	0	2	0	3	0.00	0.00	0.00	0.00	2.01	0.00	1.21	0.00	0.00	0.00	6.75	4.32	0.00	2.12	0.00	3.29
asrB	1	0	0	1	0	0	0	0	1	1	7	6	1	1	0	3	3.51	0.00	0.00	1.20	0.00	0.00	0.00	0.00	1.69	0.77	7.87	6.49	3.32	1.06	0.00	3.29
asrC	0	0	0	2	4	3	2	0	1	3	11	6	2	3	2	4	0.00	0.00	0.00	2.40	8.05	3.50	2.41	0.00	1.69	2.32	12.37	6.49	6.64	3.18	2.10	4.39
SL1344_RS13075	0	2	0	4	1	3	6	2	1	2	4	8	1	3	3	4	0.00	2.34	0.00	4.80	2.01	3.50	7.24	2.77	1.69	1.55	4.50	8.65	3.32	3.18	3.15	4.39
SL1344_RS13080	0	0	0	4	1	2	4	1	5	2	3	2	0	0	2	3	0.00	0.00	0.00	4.80	2.01	2.33	4.83	1.38	8.44	1.55	3.37	2.16	0.00	0.00	2.10	3.29
csiE	1	7	1	11	4	5	9	8	10	17	7	8	4	11	3	8	3.51	8.18	7.21	13.21	8.05	5.83	10.86	11.07	16.87	13.17	7.87	8.65	13.28	11.66	3.15	8.77
SL1344_RS13090	1	10	1	9	6	9	8	10	7	33	8	11	3	17	10	15	3.51	11.68	7.21	10.81	12.07	10.50	9.65	13.84	11.81	25.57	8.99	11.89	9.96	18.02	10.50	16.45
glyA	9	16	3	24	19	36	53	23	7	28	41	45	13	45	24	47	31.60	18.69	21.64	28.83	38.24	41.98	63.94	31.84	11.81	21.69	46.10	48.66	43.15	47.71	25.20	51.55
hmpA	1	2	1	1	0	1	5	4	0	3	6	4	0	0	1	2	3.51	2.34	7.21	1.20	0.00	1.17	6.03	5.54	0.00	2.32	6.75	4.32	0.00	0.00	1.05	2.19
cadC	4	29	2	23	15	5	9	30	13	39	7	7	2	10	17	8	14.05	33.88	14.43	27.63	30.19	5.83	10.86	41.53	21.93	30.21	7.87	7.57	6.64	10.60	17.85	8.77
cadB	8	20	5	38	26	58	26	23	32	118	28	23	17	39	20	22	28.09	23.37	36.07	45.65	52.32	67.64	31.37	31.84	53.99	91.42	31.48	24.87	56.42	41.35	21.00	24.13
cadA	10	55	4	38	35	117	40	47	44	110	62	57	26	51	58	34	35.11	64.26	28.85	45.65	70.44	136.44	48.26	65.06	74.24	85.22	69.71	61.63	86.29	54.07	60.90	37.29
dtpD	2	5	0	7	4	16	8	10	20	41	7	5	5	15	7	14	7.02	5.84	0.00	8.41	8.05	18.66	9.65	13.84	33.74	31.76	7.87	5.41	16.59	15.90	7.35	15.35
glnB	2	7	0	10	2	11	15	12	13	22	14	9	4	19	15	20	7.02	8.18	0.00	12.01	4.02	12.83	18.10	16.61	21.93	17.04	15.74	9.73	13.28	20.14	15.75	21.93
glrR	2	14	2	7	5	6	13	8	8	26	6	11	4	15	14	17	7.02	16.36	14.43	8.41	10.06	7.00	15.68	11.07	13.50	20.14	6.75	11.89	13.28	15.90	14.70	18.64
qseG	2	17	5	11	7	14	10	9	3	22	13	19	4	19	16	15	7.02	19.86	36.07	13.21	14.09	16.33	12.06	12.46	5.06	17.04	14.62	20.54	13.28	20.14	16.80	16.45
qseE	3	9	3	8	7	9	10	9	5	21	9	7	4	21	14	7	10.53	10.51	21.64	9.61	14.09	10.50	12.06	12.46	8.44	16.27	10.12	7.57	13.28	22.26	14.70	7.68
purL	6	13	4	13	10	12	7	6	2	11	15	18	0	19	11	11	21.07	15.19	28.85	15.62	20.12	13.99	8.45	8.31	3.37	8.52	16.87	19.46	0.00	20.14	11.55	12.06
SL1344_RS13150	0	1	0	2	0	6	3	1	1	5	7	3	0	4	6	5	0.00	1.17	0.00	2.40	0.00	7.00	3.62	1.38	1.69	3.87	7.87	3.24	0.00	4.24	6.30	5.48
mltF	3	3	0	4	2	8	7	7	4	13	5	13	4	8	11	7	10.53	3.50	0.00	4.80	4.02	9.33	8.45	9.69	6.75	10.07	5.62	14.06	13.28	8.48	11.55	7.68
tadA	2	3	0	4	2	7	7	6	7	8	7	2	4	5	6	4	7.02	3.50	0.00	4.80	4.02	8.16	8.45	8.31	11.81	6.20	7.87	2.16	13.28	5.30	6.30	4.39
yfhb	3	8	3	7	6	9	12	4	4	11	11	7	3	4	3	7	10.53	9.35	21.64	8.41	12.07	10.50	14.48	5.54	6.75	8.52	12.37	7.57	9.96	4.24	3.15	7.68
SL1344_RS13170	2	6	4	4	1	7	7	4	6	8	8	5	4	4	1	4	7.02	7.01	28.85	4.80	2.01	8.16	8.45	5.54	10.12	6.20	8.99	5.41	13.28	4.24	1.05	4.39
murQ	0	3	1	3	1	2	2	2	4	3	6	4	1	7	1	1	0.00	3.50	7.21	3.60	2.01	2.33	2.41	2.77	6.75	2.32	6.75	4.32	3.32	7.42	1.05	1.10
SL1344_RS13180	0	6	1	5	3	3	3	0	2	2	7	6	1	8	3	8	0.00	7.01	7.21	6.01	6.04	3.50	3.62	0.00	3.37	1.55	7.87	6.49	3.32	8.48	3.15	8.77
SL1344_RS13185	2	2	0	1	0	2	0	0	1	2	2	1	0	2	2	3	7.02	2.34	0.00	1.20	0.00	2.33	0.00	0.00	1.69	1.55	2.25	1.08	0.00	2.12	2.10	3.29
SL1344_RS13190	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13195	0	0	0	2	0	0	0	0	2	3	2	0	0	0	2	1	0.00	0.00	0.00	2.40	0.00	0.00	0.00	0.00	3.37	2.32	2.25	0.00	0.00	0.00	2.10	1.10
SL1344_RS13200	0	2	0	2	1	5	5	4	6	7	3	4	3	4	6	2	0.00	2.34	0.00	2.40	2.01	5.83	6.03	5.54	10.12	5.42	3.37	4.32	9.96	4.24	6.30	2.19
acpS	2	4	0	6	5	10	10	7	7	7	14	12	4	17	6	15	7.02	4.67	0.00	7.21	10.06	11.66	12.06	9.69	11.81	5.42	15.74	12.97	13.28	18.02	6.30	16.45
pdxJ	3	6	0	16	5	11	9	9	10	9	14	12	4	15	7	17	10.53	7.01	0.00	19.22	10.06	12.83	10.86	12.46	16.87	6.97	15.74	12.97	13.28	15.90	7.35	18.64
recO	4	17	4	24	12	10	22	10	13	25	22	33	12	28	18	32	14.05	19.86	28.85	28.83	24.15	11.66	26.54	13.84	21.93	19.37	24.74	35.68	39.83	29.69	18.90	35.10
era	5	12	4	18	7	11	26	10	11	29	21	26	10	25	17	26	17.56	14.02	28.85	21.62	14.09	12.83	31.37	13.84	18.56	22.47	23.61	28.11	33.19	26.51	17.85	28.52
rnc	3	11	1	14	3	13	17	9	11	25	12	17	5	19	11	16	10.53	12.85	7.21	16.82	6.04	15.16	20.51	12.46	18.56	19.37	13.49	18.38	16.59	20.14	11.55	17.55
lepB	6	22	6	38	19	20	18	19	31	64	22	23	14	34	28	21	21.07	25.70	43.28	45.65	38.24	23.32	21.72	26.30	52.30	49.58	24.74	24.87	46.46	36.05	29.40	23.03
lepA	13	33	3	45	28	26	26	24	29	78	31	30	18	49	33	38	45.65	38.55	21.64	54.06	56.35	30.32	31.37	33.22	48.93	60.43	34.85	32.44	59.74	51.95	34.65	41.68
gogB	0	3	0	0	3	6	2	1	3	1	6	0	0	4	1	3	0.00	3.50	0.00	0.00	6.04	7.00	2.41	1.38	5.06	0.77	6.75	0.00	0.00	4.24	1.05	3.29
SL1344_RS25680	0	1	0	0	0	1	0	1	2	1	0	1	1	0	2	1	0.00	1.17	0.00	0.00	0.00	1.17	0.00	1.38	3.37	0.77	0.00	1.08	3.32	0.00	2.10	1.10
pagK	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0.00	0.00	0.00	1.20	0.00	1.17	1.21	1.38	1.69	0.77	1.12	1.08	0.00	1.06	1.05	1.10
SL1344_RS13255	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	3.51	0.00	0.00	0.00	0.00	1.17	1.21	1.38	1.69	0.00	0.00	1.08	0.00	1.06	1.05	0.00
SL1344_RS13260	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13265	1	8	1	5	2	1	1	2	0	6	6	7	3	6	3	6	3.51	9.35	7.21	6.01	4.02	1.17	1.21	2.77	0.00	4.65	6.75	7.57	9.96	6.36	3.15	6.58
SL1344_RS13270	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3.51	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS13275	2	0	0	2	0	1	1	1	2	2	0	1	0	0	1	0	7.02	0.00	0.00	2.40	0.00	1.17	1.21	1.38	3.37	1.55	0.00	1.08	0.00	0.00	1.05	0.00
SL1344_RS13280	1	1	0	0	0	1	0	1	1	1	0	0	0	1	2	0	3.51	1.17	0.00	0.00	0.00	1.17	0.00	1.38	1.69	0.77	0.00	0.00	0.00	1.06	2.10	0.00
SL1344_RS13285	1	1	0	0	0	2	1	1	3	2	2	1	0	0	3	1	3.51	1.17	0.00	0.00	0.00	2.33	1.21	1.38	5.06	1.55	2.25	1.08	0.00	0.00	3.15	1.10
SL1344_RS13290	2	2	0	1	1	5	2	3	3	5	3	4	0	3	3	2	7.02	2.34	0.00	1.20	2.01	5.83	2.41	4.15	5.06	3.87	3.37	4.32	0.00	3.18	3.15	2.19
SL1344_RS13295	1	1	0	1	0	1	1	1	2	1	2	2	0	1	0	0	3.51	1.17	0.00	1.20	0.00	1.17	1.21	1.38	3.37	0.77	2.25	2.16	0.00	1.06	0.00	0.00
SL1344_RS13300	0	11	0	1	2	5	3	6	5	3	2	6	1	4	2	3	0.00	12.85	0.00	1.20	4.02	5.83	3.62	8.31	8.44	2.32	2.25	6.49	3.32	4.24	2.10	3.29
SL1344_RS13305	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.00	2.34	0.00	0.00	2.01	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gpG	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0.00	1.17	0.00	0.00	0.00	0.00	1.21	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.05	1.10
SL1344_RS13315	3	1	4	2	1	1	0	2	1	5	2	2	1	2	3	3	10.53	1.17	28.85	2.40	2.01	1.17	0.00	2.77	1.69	3.87	2.25	2.16	3.32	2.12	3.15	3.29
SL1344_RS13320	0	3	1	2	1	0	2	1	1	5	2	2	1	2	3	2	0.00	3.50	7.21	2.40	2.01	0.00	2.41	1.38	1.69	3.87	2.25	2.16	3.32	2.12	3.15	2.19
SL1344_RS13325	3	35	1	26	36	15	22	26	18	39	31	46	11	48	40	43	10.53	40.89	7.21	31.23	72.45	17.49	26.54	35.99	30.37	30.21	34.85	49.74	36.51	50.89	42.00	47.16
SL1344_RS13330	2	29	1	21	26	8	15	21	11	26	21	25	6	27	30	23	7.02	33.88	7.21	25.23	52.32	9.33	18.10	29.07	18.56	20.14	23.61	27.03	19.91	28.63	31.50	25.23
SL1344_RS13335	0	0	0	1	1	3	1	1	2	0	0	0	0	1	1	2	0.00	0.00	0.00	1.20	2.01	3.50	1.21	1.38	3.37	0.00	0.00	0.00	0.00	1.06	1.05	2.19
SL1344_RS13340	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0.00	0.00	0.00	0.00	2.01	2.33	0.00	0.00	1.69	0.00	1.12	0.00	0.00	0.00	0.00	1.10
SL1344_RS13345	1	0	0	1	2	1	3	2	0	2	1	1	1	0	1	1	3.51	0.00	0.00	1.20	4.02	1.17	3.62	2.77	0.00	1.55	1.12	1.08	3.32	0.00	1.05	1.10
SL1344_RS13350	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0.00	1.17	0.00	1.20	0.00	0.00	1.21	1.38	1.69	0.00	0.00	0.00	0.00	1.06	1.05	0.00
SL1344_RS13355	0	3	0	0	1	1	0	1	1	4	2	1	1	1	2	3	0.00	3.50	0.00	0.00	2.01	1.17	0.00	1.38	1.69	3.10	2.25	1.08	3.32	1.06	2.10	3.29
SL1344_RS13360	1	8	0	12	12	6	4	7	2	24	6	9	2	2	3	6	3.51	9.35	0.00	14.41	24.15	7.00	4.83	9.69	3.37	18.59	6.75	9.73	6.64	2.12	3.15	6.58
SL1344_RS13365	0	1	0	0	1	2	1	0	0	2	0	1	0	1	0	0	0.00	1.17	0.00	0.00	2.01	2.33	1.21	0.00	0.00	1.55	0.00	1.08	0.00	1.06	0.00	0.00
SL1344_RS13370	0	3	0	2	1	1	1	0	2	3	0	1	0	1	1	2	0.00	3.50	0.00	2.40	2.01	1.17	1.21	0.00	3.37	2.32	0.00	1.08	0.00	1.06	1.05	2.19
SL1344_RS13375	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	1.10
pliG	0	0	0	2	0	2	2	0	0	1	1	0	0	1	0	0	0.00	0.00	0.00	2.40	0.00	2.33	2.41	0.00	0.00	0.77	1.12	0.00	0.00	1.06	0.00	0.00
SL1344_RS13385	0	0	0	2	1	2	1	0	3	4	0	1	3	1	1	3	0.00	0.00	0.00	2.40	2.01	2.33	1.21	0.00	5.06	3.10	0.00	1.08	9.96	1.06	1.05	3.29
SL1344_RS13390	0	0	0	0	0	1	1	0	0	1	0	1	2	0	0	2	0.00	0.00	0.00	0.00	0.00	1.17	1.21	0.00	0.00	0.77	0.00	1.08	6.64	0.00	0.00	2.19
SL1344_RS13395	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	1.69	0.00	0.00	0.00	0.00	1.06	0.00	0.00
gogA	0	2	0	2	0	4	1	1	2	0	2	0	1	1	1	5	0.00	2.34	0.00	2.40	0.00	4.66	1.21	1.38	3.37	0.00	2.25	0.00	3.32	1.06	1.05	5.48
SL1344_RS13405	0	6	0	1	2	8	4	3	1	6	3	6	2	4	4	4	0.00	7.01	0.00	1.20	4.02	9.33	4.83	4.15	1.69	4.65	3.37	6.49	6.64	4.24	4.20	4.39
SL1344_RS13415	0	2	0	1	0	0	0	1	4	3	1	2	0	1	1	1	0.00	2.34	0.00	1.20	0.00	0.00	0.00	1.38	6.75	2.32	1.12	2.16	0.00	1.06	1.05	1.10
SL1344_RS13420	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.77	0.00	0.00	0.00	0.00	1.05	0.00
SL1344_RS13425	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
SL1344_RS13430	0	4	0	0	1	1	0	1	0	0	0	1	0	4	2	2	0.00	4.67	0.00	0.00	2.01	1.17	0.00	1.38	0.00	0.00	0.00	1.08	0.00	4.24	2.10	2.19
SL1344_RS27720	0	3	0	0	2	1	0	1	0	0	0	1	0	4	3	2	0.00	3.50	0.00	0.00	4.02	1.17	0.00	1.38	0.00	0.00	0.00	1.08	0.00	4.24	3.15	2.19
SL1344_RS13440	7	17	0	9	6	8	5	39	21	17	16	16	5	13	14	6	24.58	19.86	0.00	10.81	12.07	9.33	6.03	53.98	35.43	13.17	17.99	17.30	16.59	13.78	14.70	6.58
SL1344_RS25705	1	7	0	3	0	0	8	4	4	1	2	1	0	2	5	1	3.51	8.18	0.00	3.60	0.00	0.00	9.65	5.54	6.75	0.77	2.25	1.08	0.00	2.12	5.25	1.10
SL1344_RS13450	1	2	0	4	2	2	7	2	2	2	2	0	1	2	5	5	3.51	2.34	0.00	4.80	4.02	2.33	8.45	2.77	3.37	1.55	2.25	0.00	3.32	2.12	5.25	5.48
SL1344_RS13460	2	1	0	0	1	1	0	1	0	0	0	2	0	1	0	1	7.02	1.17	0.00	0.00	2.01	1.17	0.00	1.38	0.00	0.00	0.00	2.16	0.00	1.06	0.00	1.10
SL1344_RS13465	3	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	10.53	1.17	0.00	0.00	2.01	1.17	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
SL1344_RS13470	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	7.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.69	0.00	0.00	0.00	0.00	0.00	1.05	1.10
SL1344_RS13475	1	0	0	0	1	1	0	1	2	0	1	1	1	1	0	0	3.51	0.00	0.00	0.00	2.01	1.17	0.00	1.38	3.37	0.00	1.12	1.08	3.32	1.06	0.00	0.00
SL1344_RS13480	0	0	0	0	0	0	0	2	1	0	1	1	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.77	1.69	0.00	1.12	1.08	0.00	2.12	1.05	0.00
SL1344_RS13485	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0.00	0.00	0.00	0.00	2.01	0.00	0.00	1.38	0.00	0.00	1.12	1.08	0.00	1.06	0.00	0.00
SL1344_RS13490	1	1	0	1	1	6	0	4	1	2	1	2	1	2	4	1	3.51	1.17	0.00	1.20	2.01	7.00	0.00	5.54	1.69	1.55	1.12	2.16	3.32	2.12	4.20	1.10
SL1344_RS13495	0	1	0	0	0	2	0	2	0	0	0	0	0	1	2	0	0.00	1.17	0.00	0.00	0.00	2.33	0.00	2.77	0.00	0.00	0.00	0.00	0.00	1.06	2.10	0.00
SL1344_RS13500	3	13	0	7	7	20	12	10	12	16	11	15	5	20	11	23	10.53	15.19	0.00	8.41	14.09	23.32	14.48	13.84	20.25	12.40	12.37	16.22	16.59	21.20	11.55	25.23
SL1344_RS13505	12	31	9	29	14	46	38	28	32	52	19	18	13	36	29	50	42.14	36.22	64.92	34.84	28.17	53.64	45.84	38.76	53.99	40.29	21.36	19.46	43.15	38.17	30.45	54.84
SL1344_RS13510	0	5	1	12	6	16	8	4	6	14	8	4	4	14	5	15	0.00	5.84	7.21	14.41	12.07	18.66	9.65	5.54	10.12	10.85	8.99	4.32	13.28	14.84	5.25	16.45
SL1344_RS27515	2	7	2	10	7	3	1	5	1	5	5	5	0	10	5	3	7.02	8.18	14.43	12.01	14.09	3.50	1.21	6.92	1.69	3.87	5.62	5.41	0.00	10.60	5.25	3.29
SL1344_RS13520	0	2	0	1	1	5	1	1	6	3	3	2	0	4	1	5	0.00	2.34	0.00	1.20	2.01	5.83	1.21	1.38	10.12	2.32	3.37	2.16	0.00	4.24	1.05	5.48
SL1344_RS13525	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0.00	1.17	0.00	0.00	0.00	4.66	0.00	0.00	1.69	0.00	0.00	0.00	0.00	0.00	0.00	2.19
SL1344_RS13530	0	0	0	0	0	2	0	0	0	1	1	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.77	1.12	0.00	0.00	1.06	1.05	1.10
xis	0	2	0	0	2	1	0	1	0	1	1	3	0	2	1	1	0.00	2.34	0.00	0.00	4.02	1.17	0.00	1.38	0.00	0.77	1.12	3.24	0.00	2.12	1.05	1.10
SL1344_RS13540	0	3	1	3	4	3	1	3	2	2	1	3	0	7	4	1	0.00	3.50	7.21	3.60	8.05	3.50	1.21	4.15	3.37	1.55	1.12	3.24	0.00	7.42	4.20	1.10
rseC	4	4	0	29	20	8	9	13	11	19	10	4	6	15	15	9	14.05	4.67	0.00	34.84	40.25	9.33	10.86	17.99	18.56	14.72	11.24	4.32	19.91	15.90	15.75	9.87
rseB	22	43	3	126	92	24	36	40	43	55	19	32	12	36	27	31	77.25	50.24	21.64	151.36	185.15	27.99	43.43	55.37	72.55	42.61	21.36	34.60	39.83	38.17	28.35	34.00
rseA	36	58	12	178	113	41	49	53	51	82	13	29	16	43	36	35	126.41	67.76	86.56	213.82	227.41	47.81	59.12	73.36	86.05	63.53	14.62	31.36	53.10	45.59	37.80	38.39
rpoE	33	96	12	208	134	44	48	51	54	103	10	21	7	33	33	36	115.88	112.16	86.56	249.86	269.67	51.31	57.91	70.59	91.11	79.80	11.24	22.71	23.23	34.99	34.65	39.48
rseD	18	68	4	118	73	24	36	36	34	60	5	16	6	26	17	18	63.21	79.45	28.85	141.75	146.91	27.99	43.43	49.83	57.36	46.48	5.62	17.30	19.91	27.57	17.85	19.74
nadB	1	3	0	7	2	3	7	7	4	9	3	9	1	11	8	2	3.51	3.50	0.00	8.41	4.02	3.50	8.45	9.69	6.75	6.97	3.37	9.73	3.32	11.66	8.40	2.19
trmN	4	3	1	4	2	3	7	6	6	14	6	6	1	17	5	5	14.05	3.50	7.21	4.80	4.02	3.50	8.45	8.31	10.12	10.85	6.75	6.49	3.32	18.02	5.25	5.48
srmB	1	6	2	3	5	15	10	9	14	16	6	5	5	9	13	13	3.51	7.01	14.43	3.60	10.06	17.49	12.06	12.46	23.62	12.40	6.75	5.41	16.59	9.54	13.65	14.26
SL1344_RS13580	6	10	4	11	7	12	7	10	19	28	6	7	4	15	13	14	21.07	11.68	28.85	13.21	14.09	13.99	8.45	13.84	32.06	21.69	6.75	7.57	13.28	15.90	13.65	15.35
eamB	10	24	0	43	15	24	19	12	42	48	21	13	7	40	9	39	35.11	28.04	0.00	51.65	30.19	27.99	22.92	16.61	70.86	37.19	23.61	14.06	23.23	42.41	9.45	42.77
grcA	125	459	7	396	203	205	403	178	155	229	633	486	117	492	74	727	438.94	536.26	50.49	475.69	408.53	239.06	486.19	246.39	261.51	177.41	711.71	525.48	388.31	521.63	77.70	797.33
ung	7	10	1	10	16	14	11	8	6	14	21	17	10	25	9	19	24.58	11.68	7.21	12.01	32.20	16.33	13.27	11.07	10.12	10.85	23.61	18.38	33.19	26.51	9.45	20.84
SL1344_RS13600	2	6	0	7	4	17	7	6	4	12	9	8	7	19	9	13	7.02	7.01	0.00	8.41	8.05	19.82	8.45	8.31	6.75	9.30	10.12	8.65	23.23	20.14	9.45	14.26
trxC	2	1	0	5	3	7	5	5	5	4	5	10	1	5	6	7	7.02	1.17	0.00	6.01	6.04	8.16	6.03	6.92	8.44	3.10	5.62	10.81	3.32	5.30	6.30	7.68
tapT	1	4	0	6	4	6	7	3	6	6	6	7	2	9	2	9	3.51	4.67	0.00	7.21	8.05	7.00	8.45	4.15	10.12	4.65	6.75	7.57	6.64	9.54	2.10	9.87
pat	4	8	2	11	10	15	8	21	9	14	14	10	3	16	7	13	14.05	9.35	14.43	13.21	20.12	17.49	9.65	29.07	15.18	10.85	15.74	10.81	9.96	16.96	7.35	14.26
pssA	5	20	3	23	13	14	20	10	12	29	9	18	8	21	23	17	17.56	23.37	21.64	27.63	26.16	16.33	24.13	13.84	20.25	22.47	10.12	19.46	26.55	22.26	24.15	18.64
SL1344_RS13625	1	4	0	4	2	6	2	3	4	9	0	0	4	4	5	1	3.51	4.67	0.00	4.80	4.02	7.00	2.41	4.15	6.75	6.97	0.00	0.00	13.28	4.24	5.25	1.10
SL1344_RS13630	1	3	0	3	2	4	2	2	3	9	0	0	2	3	6	1	3.51	3.50	0.00	3.60	4.02	4.66	2.41	2.77	5.06	6.97	0.00	0.00	6.64	3.18	6.30	1.10
SL1344_RS13635	2	2	0	0	0	6	1	0	3	5	3	0	0	1	4	1	7.02	2.34	0.00	0.00	0.00	7.00	1.21	0.00	5.06	3.87	3.37	0.00	0.00	1.06	4.20	1.10
clpB	43	129	70	103	81	46	45	124	54	95	117	121	15	59	58	62	150.99	150.71	504.93	123.73	163.01	53.64	54.29	171.64	91.11	73.60	131.55	130.83	49.78	62.55	60.90	68.00
yfiH	9	22	4	19	16	15	10	21	31	31	18	27	11	24	12	20	31.60	25.70	28.85	22.82	32.20	17.49	12.06	29.07	52.30	24.02	20.24	29.19	36.51	25.45	12.60	21.93
rluD	6	25	6	18	15	9	15	28	18	25	19	20	12	22	14	13	21.07	29.21	43.28	21.62	30.19	10.50	18.10	38.76	30.37	19.37	21.36	21.62	39.83	23.32	14.70	14.26
bamD	13	35	3	36	37	32	43	46	50	92	23	51	10	46	41	35	45.65	40.89	21.64	43.24	74.46	37.32	51.88	63.67	84.36	71.28	25.86	55.14	33.19	48.77	43.05	38.39
raiA	12	51	6	57	39	149	71	51	55	97	49	41	6	40	83	96	42.14	59.58	43.28	68.47	78.49	173.76	85.66	70.59	92.79	75.15	55.09	44.33	19.91	42.41	87.15	105.29
pheL	2	84	0	67	69	11	25	44	14	57	23	55	12	60	26	29	7.02	98.14	0.00	80.48	138.86	12.83	30.16	60.90	23.62	44.16	25.86	59.47	39.83	63.61	27.30	31.81
pheA	0	3	0	5	2	10	7	5	8	15	8	3	1	5	3	3	0.00	3.50	0.00	6.01	4.02	11.66	8.45	6.92	13.50	11.62	8.99	3.24	3.32	5.30	3.15	3.29
SL1344_RS13690	0	4	1	5	3	4	5	8	8	16	3	5	2	5	0	1	0.00	4.67	7.21	6.01	6.04	4.66	6.03	11.07	13.50	12.40	3.37	5.41	6.64	5.30	0.00	1.10
tyrA	7	15	4	23	14	7	10	41	63	112	7	9	5	17	8	8	24.58	17.52	28.85	27.63	28.17	8.16	12.06	56.75	106.29	86.77	7.87	9.73	16.59	18.02	8.40	8.77
aroF	10	28	6	16	13	9	6	58	79	110	4	6	6	25	21	14	35.11	32.71	43.28	19.22	26.16	10.50	7.24	80.28	133.29	85.22	4.50	6.49	19.91	26.51	22.05	15.35
