name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
ilvN	2	0	0	3	1	4	2	0	1	9	2	1	0	3	2	4	7.02	0.00	0.00	3.60	2.01	4.66	2.41	0.00	1.69	6.97	2.25	1.08	0.00	3.18	2.10	4.39
cra	5	21	2	24	14	15	24	14	13	27	24	23	13	26	16	30	17.56	24.53	14.43	28.83	28.17	17.49	28.95	19.38	21.93	20.92	26.98	24.87	43.15	27.57	16.80	32.90
mraZ	17	37	15	57	34	28	35	32	27	68	50	69	18	45	27	38	59.70	43.23	108.20	68.47	68.42	32.65	42.23	44.29	45.55	52.68	56.22	74.61	59.74	47.71	28.35	41.68
rsmH	15	36	5	73	31	43	74	39	33	89	52	48	19	68	34	69	52.67	42.06	36.07	87.69	62.39	50.15	89.28	53.98	55.68	68.95	58.47	51.90	63.06	72.09	35.70	75.68
ftsL	12	39	5	62	29	31	64	28	20	60	35	45	17	64	23	51	42.14	45.56	36.07	74.48	58.36	36.15	77.21	38.76	33.74	46.48	39.35	48.66	56.42	67.85	24.15	55.93
ftsI	0	11	1	5	4	6	13	4	2	11	3	7	6	6	4	4	0.00	12.85	7.21	6.01	8.05	7.00	15.68	5.54	3.37	8.52	3.37	7.57	19.91	6.36	4.20	4.39
murE	11	37	11	19	18	34	38	41	26	48	32	41	11	46	29	41	38.63	43.23	79.35	22.82	36.22	39.65	45.84	56.75	43.87	37.19	35.98	44.33	36.51	48.77	30.45	44.97
murF	6	23	6	23	14	22	27	25	26	43	17	24	5	21	20	36	21.07	26.87	43.28	27.63	28.17	25.66	32.57	34.60	43.87	33.31	19.11	25.95	16.59	22.26	21.00	39.48
mraY	7	12	3	21	10	24	15	12	20	39	12	25	8	21	23	23	24.58	14.02	21.64	25.23	20.12	27.99	18.10	16.61	33.74	30.21	13.49	27.03	26.55	22.26	24.15	25.23
murD	11	25	7	24	15	27	20	13	20	40	29	29	15	31	19	25	38.63	29.21	50.49	28.83	30.19	31.49	24.13	17.99	33.74	30.99	32.61	31.36	49.78	32.87	19.95	27.42
ftsW	2	16	5	22	13	27	26	13	23	31	15	25	14	27	20	26	7.02	18.69	36.07	26.43	26.16	31.49	31.37	17.99	38.80	24.02	16.87	27.03	46.46	28.63	21.00	28.52
murG	4	9	11	19	6	23	22	16	23	35	14	19	10	37	15	23	14.05	10.51	79.35	22.82	12.07	26.82	26.54	22.15	38.80	27.12	15.74	20.54	33.19	39.23	15.75	25.23
murC	5	17	6	22	10	21	27	26	22	50	27	22	5	29	17	29	17.56	19.86	43.28	26.43	20.12	24.49	32.57	35.99	37.12	38.74	30.36	23.79	16.59	30.75	17.85	31.81
SL1344_RS00660	4	14	4	23	6	20	35	20	16	31	21	24	11	25	12	24	14.05	16.36	28.85	27.63	12.07	23.32	42.23	27.68	26.99	24.02	23.61	25.95	36.51	26.51	12.60	26.32
ftsQ	3	9	3	14	3	20	30	9	16	36	21	20	16	26	13	23	10.53	10.51	21.64	16.82	6.04	23.32	36.19	12.46	26.99	27.89	23.61	21.62	53.10	27.57	13.65	25.23
ftsA	15	35	18	51	26	37	55	34	27	81	46	61	22	68	33	43	52.67	40.89	129.84	61.26	52.32	43.15	66.35	47.06	45.55	62.75	51.72	65.96	73.02	72.09	34.65	47.16
ftsZ	16	37	7	29	23	40	53	30	24	55	32	39	21	53	36	41	56.18	43.23	50.49	34.84	46.29	46.65	63.94	41.53	40.49	42.61	35.98	42.17	69.70	56.19	37.80	44.97
lpxC	67	206	21	139	78	135	119	209	115	235	124	169	53	133	177	134	235.27	240.68	151.48	166.97	156.97	157.43	143.57	289.30	194.02	182.06	139.42	182.73	175.90	141.01	185.85	146.96
secM	3	21	0	17	4	36	20	17	23	52	20	25	11	30	39	19	10.53	24.53	0.00	20.42	8.05	41.98	24.13	23.53	38.80	40.29	22.49	27.03	36.51	31.81	40.95	20.84
secA	14	34	4	32	22	43	34	34	47	85	37	40	17	40	38	48	49.16	39.72	28.85	38.44	44.27	50.15	41.02	47.06	79.30	65.85	41.60	43.25	56.42	42.41	39.90	52.64
mutT	1	2	0	1	0	13	1	1	4	4	1	2	1	4	5	5	3.51	2.34	0.00	1.20	0.00	15.16	1.21	1.38	6.75	3.10	1.12	2.16	3.32	4.24	5.25	5.48
yacG	0	4	0	3	0	16	0	3	6	9	4	4	1	3	5	12	0.00	4.67	0.00	3.60	0.00	18.66	0.00	4.15	10.12	6.97	4.50	4.32	3.32	3.18	5.25	13.16
zapD	0	4	0	5	1	15	1	4	6	11	7	4	3	9	7	17	0.00	4.67	0.00	6.01	2.01	17.49	1.21	5.54	10.12	8.52	7.87	4.32	9.96	9.54	7.35	18.64
coaE	3	2	1	7	1	13	5	4	5	6	11	8	1	10	5	8	10.53	2.34	7.21	8.41	2.01	15.16	6.03	5.54	8.44	4.65	12.37	8.65	3.32	10.60	5.25	8.77
SL1344_RS00720	9	8	1	20	15	26	34	26	18	28	37	47	7	31	25	30	31.60	9.35	7.21	24.02	30.19	30.32	41.02	35.99	30.37	21.69	41.60	50.82	23.23	32.87	26.25	32.90
hofC	3	5	1	13	5	14	17	6	5	13	17	11	4	19	18	13	10.53	5.84	7.21	15.62	10.06	16.33	20.51	8.31	8.44	10.07	19.11	11.89	13.28	20.14	18.90	14.26
gspE	0	1	0	0	0	0	3	1	3	3	0	1	0	2	1	0	0.00	1.17	0.00	0.00	0.00	0.00	3.62	1.38	5.06	2.32	0.00	1.08	0.00	2.12	1.05	0.00
ppdD	0	3	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0.00	3.50	0.00	0.00	0.00	1.17	2.41	0.00	0.00	1.55	0.00	0.00	0.00	0.00	1.05	0.00
nadC	0	7	1	17	5	2	13	9	5	20	9	12	3	11	6	12	0.00	8.18	7.21	20.42	10.06	2.33	15.68	12.46	8.44	15.49	10.12	12.97	9.96	11.66	6.30	13.16
ampD	1	12	1	25	21	7	12	20	16	34	8	22	8	21	11	15	3.51	14.02	7.21	30.03	42.26	8.16	14.48	27.68	26.99	26.34	8.99	23.79	26.55	22.26	11.55	16.45
ampE	4	12	3	26	15	7	9	12	12	37	4	11	4	16	13	12	14.05	14.02	21.64	31.23	30.19	8.16	10.86	16.61	20.25	28.66	4.50	11.89	13.28	16.96	13.65	13.16
SL1344_RS00755	1	7	1	12	5	6	3	8	12	23	4	6	2	6	2	3	3.51	8.18	7.21	14.41	10.06	7.00	3.62	11.07	20.25	17.82	4.50	6.49	6.64	6.36	2.10	3.29
SL1344_RS00760	1	1	0	1	0	2	0	0	4	7	1	3	0	1	0	2	3.51	1.17	0.00	1.20	0.00	2.33	0.00	0.00	6.75	5.42	1.12	3.24	0.00	1.06	0.00	2.19
aroP	1	7	2	4	2	8	1	10	4	10	3	7	1	4	4	5	3.51	8.18	14.43	4.80	4.02	9.33	1.21	13.84	6.75	7.75	3.37	7.57	3.32	4.24	4.20	5.48
pdhR	51	222	21	139	63	29	45	333	273	455	23	29	32	79	109	49	179.09	259.37	151.48	166.97	126.79	33.82	54.29	460.94	460.59	352.50	25.86	31.36	106.20	83.76	114.45	53.74
aceE	34	112	19	65	35	45	44	146	218	375	20	19	18	46	58	50	119.39	130.85	137.05	78.08	70.44	52.48	53.08	202.09	367.80	290.52	22.49	20.54	59.74	48.77	60.90	54.84
aceF	29	102	14	58	39	66	49	103	134	254	21	13	12	33	27	55	101.83	119.17	100.99	69.67	78.49	76.97	59.12	142.57	226.08	196.78	23.61	14.06	39.83	34.99	28.35	60.32
lpdA	42	116	12	57	61	82	95	110	117	210	33	34	15	46	45	61	147.48	135.53	86.56	68.47	122.76	95.63	114.61	152.26	197.40	162.69	37.10	36.76	49.78	48.77	47.25	66.90
SL1344_RS00790	0	0	0	0	0	1	4	1	3	2	1	1	0	0	1	1	0.00	0.00	0.00	0.00	0.00	1.17	4.83	1.38	5.06	1.55	1.12	1.08	0.00	0.00	1.05	1.10
SL1344_RS00795	0	2	0	1	1	0	2	1	1	2	2	6	1	2	0	1	0.00	2.34	0.00	1.20	2.01	0.00	2.41	1.38	1.69	1.55	2.25	6.49	3.32	2.12	0.00	1.10
acnB	10	13	1	17	10	21	27	16	23	32	9	10	8	12	20	13	35.11	15.19	7.21	20.42	20.12	24.49	32.57	22.15	38.80	24.79	10.12	10.81	26.55	12.72	21.00	14.26
SL1344_RS00810	0	2	2	5	0	5	5	5	7	13	5	6	2	9	8	4	0.00	2.34	14.43	6.01	0.00	5.83	6.03	6.92	11.81	10.07	5.62	6.49	6.64	9.54	8.40	4.39
yacL	2	9	0	7	5	11	9	3	4	13	2	9	1	7	5	4	7.02	10.51	0.00	8.41	10.06	12.83	10.86	4.15	6.75	10.07	2.25	9.73	3.32	7.42	5.25	4.39
SL1344_RS00820	0	1	0	1	0	0	0	1	0	0	0	2	1	1	0	1	0.00	1.17	0.00	1.20	0.00	0.00	0.00	1.38	0.00	0.00	0.00	2.16	3.32	1.06	0.00	1.10
dtnK	0	0	0	2	0	1	0	2	0	0	1	1	0	0	1	2	0.00	0.00	0.00	2.40	0.00	1.17	0.00	2.77	0.00	0.00	1.12	1.08	0.00	0.00	1.05	2.19
SL1344_RS00830	2	6	3	5	3	6	5	8	3	1	10	20	2	14	2	15	7.02	7.01	21.64	6.01	6.04	7.00	6.03	11.07	5.06	0.77	11.24	21.62	6.64	14.84	2.10	16.45
SL1344_RS00835	3	14	2	11	6	21	7	13	7	14	21	24	5	21	10	19	10.53	16.36	14.43	13.21	12.07	24.49	8.45	17.99	11.81	10.85	23.61	25.95	16.59	22.26	10.50	20.84
speD	2	9	0	3	4	21	4	5	10	13	8	6	5	11	7	10	7.02	10.51	0.00	3.60	8.05	24.49	4.83	6.92	16.87	10.07	8.99	6.49	16.59	11.66	7.35	10.97
speE	4	12	0	10	3	22	3	11	14	19	6	8	7	16	11	9	14.05	14.02	0.00	12.01	6.04	25.66	3.62	15.23	23.62	14.72	6.75	8.65	23.23	16.96	11.55	9.87
SL1344_RS00850	4	14	3	13	7	14	4	20	14	16	11	13	9	17	11	7	14.05	16.36	21.64	15.62	14.09	16.33	4.83	27.68	23.62	12.40	12.37	14.06	29.87	18.02	11.55	7.68
cueO	2	9	2	5	5	3	8	5	7	13	2	5	2	12	4	7	7.02	10.51	14.43	6.01	10.06	3.50	9.65	6.92	11.81	10.07	2.25	5.41	6.64	12.72	4.20	7.68
SL1344_RS00860	3	6	4	8	6	7	11	8	13	13	7	6	0	13	6	9	10.53	7.01	28.85	9.61	12.07	8.16	13.27	11.07	21.93	10.07	7.87	6.49	0.00	13.78	6.30	9.87
hpt	2	17	4	9	8	21	17	9	12	12	17	17	0	19	11	12	7.02	19.86	28.85	10.81	16.10	24.49	20.51	12.46	20.25	9.30	19.11	18.38	0.00	20.14	11.55	13.16
can	6	32	7	13	13	33	15	26	25	28	25	22	5	24	19	13	21.07	37.39	50.49	15.62	26.16	38.48	18.10	35.99	42.18	21.69	28.11	23.79	16.59	25.45	19.95	14.26
SL1344_RS00875	0	4	1	2	0	7	3	1	6	9	3	4	1	4	2	3	0.00	4.67	7.21	2.40	0.00	8.16	3.62	1.38	10.12	6.97	3.37	4.32	3.32	4.24	2.10	3.29
SL1344_RS00880	1	5	1	2	0	8	5	1	2	6	1	3	1	3	0	2	3.51	5.84	7.21	2.40	0.00	9.33	6.03	1.38	3.37	4.65	1.12	3.24	3.32	3.18	0.00	2.19
SL1344_RS00885	0	6	1	5	3	8	6	2	3	9	2	1	2	6	2	1	0.00	7.01	7.21	6.01	6.04	9.33	7.24	2.77	5.06	6.97	2.25	1.08	6.64	6.36	2.10	1.10
SL1344_RS00890	0	2	1	0	0	2	2	2	1	0	2	0	1	1	0	0	0.00	2.34	7.21	0.00	0.00	2.33	2.41	2.77	1.69	0.00	2.25	0.00	3.32	1.06	0.00	0.00
stiB	0	0	0	0	0	3	1	1	0	1	1	0	1	0	1	1	0.00	0.00	0.00	0.00	0.00	3.50	1.21	1.38	0.00	0.77	1.12	0.00	3.32	0.00	1.05	1.10
stiA	0	0	0	0	1	2	0	2	0	1	2	1	1	1	3	2	0.00	0.00	0.00	0.00	2.01	2.33	0.00	2.77	0.00	0.77	2.25	1.08	3.32	1.06	3.15	2.19
SL1344_RS00905	0	5	0	2	0	0	2	2	5	4	5	7	0	5	0	2	0.00	5.84	0.00	2.40	0.00	0.00	2.41	2.77	8.44	3.10	5.62	7.57	0.00	5.30	0.00	2.19
SL1344_RS00910	1	14	3	9	9	16	15	11	4	12	13	22	4	7	9	19	3.51	16.36	21.64	10.81	18.11	18.66	18.10	15.23	6.75	9.30	14.62	23.79	13.28	7.42	9.45	20.84
panD	1	3	1	0	3	12	11	4	2	1	9	13	3	4	5	19	3.51	3.50	7.21	0.00	6.04	13.99	13.27	5.54	3.37	0.77	10.12	14.06	9.96	4.24	5.25	20.84
panC	0	4	1	1	0	8	4	6	1	0	10	5	6	9	5	10	0.00	4.67	7.21	1.20	0.00	9.33	4.83	8.31	1.69	0.00	11.24	5.41	19.91	9.54	5.25	10.97
panB	0	5	2	6	0	6	2	3	1	2	7	4	3	6	2	7	0.00	5.84	14.43	7.21	0.00	7.00	2.41	4.15	1.69	1.55	7.87	4.32	9.96	6.36	2.10	7.68
folK	2	6	0	5	2	14	13	4	6	10	6	4	2	17	9	12	7.02	7.01	0.00	6.01	4.02	16.33	15.68	5.54	10.12	7.75	6.75	4.32	6.64	18.02	9.45	13.16
pcnB	5	13	5	13	6	27	23	11	13	21	19	19	5	35	21	25	17.56	15.19	36.07	15.62	12.07	31.49	27.75	15.23	21.93	16.27	21.36	20.54	16.59	37.11	22.05	27.42
gluQRS	1	4	1	4	1	13	9	15	8	7	10	5	5	11	20	7	3.51	4.67	7.21	4.80	2.01	15.16	10.86	20.76	13.50	5.42	11.24	5.41	16.59	11.66	21.00	7.68
dksA	5	26	9	16	19	51	28	34	22	24	39	29	6	45	55	46	17.56	30.38	64.92	19.22	38.24	59.47	33.78	47.06	37.12	18.59	43.85	31.36	19.91	47.71	57.75	50.45
sfsA	3	12	1	9	7	13	10	14	9	13	11	15	4	12	6	11	10.53	14.02	7.21	10.81	14.09	15.16	12.06	19.38	15.18	10.07	12.37	16.22	13.28	12.72	6.30	12.06
thpR	1	2	0	5	1	7	6	1	1	6	4	9	1	5	2	7	3.51	2.34	0.00	6.01	2.01	8.16	7.24	1.38	1.69	4.65	4.50	9.73	3.32	5.30	2.10	7.68
hrpB	1	11	2	12	13	13	9	13	12	14	24	24	8	15	9	10	3.51	12.85	14.43	14.41	26.16	15.16	10.86	17.99	20.25	10.85	26.98	25.95	26.55	15.90	9.45	10.97
mrcB	8	20	3	31	28	17	39	10	18	33	32	45	12	44	23	18	28.09	23.37	21.64	37.24	56.35	19.82	47.05	13.84	30.37	25.57	35.98	48.66	39.83	46.65	24.15	19.74
fhuA	1	7	0	5	0	5	0	1	5	9	2	1	1	2	1	2	3.51	8.18	0.00	6.01	0.00	5.83	0.00	1.38	8.44	6.97	2.25	1.08	3.32	2.12	1.05	2.19
fhuC	1	0	0	0	0	1	0	1	2	5	1	1	0	1	1	1	3.51	0.00	0.00	0.00	0.00	1.17	0.00	1.38	3.37	3.87	1.12	1.08	0.00	1.06	1.05	1.10
fhuD	0	1	0	0	0	1	1	0	0	3	2	4	0	2	4	0	0.00	1.17	0.00	0.00	0.00	1.17	1.21	0.00	0.00	2.32	2.25	4.32	0.00	2.12	4.20	0.00
fhuB	0	0	1	1	1	2	1	1	2	3	3	1	0	5	6	3	0.00	0.00	7.21	1.20	2.01	2.33	1.21	1.38	3.37	2.32	3.37	1.08	0.00	5.30	6.30	3.29
stfA	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3.51	1.17	0.00	0.00	0.00	1.17	1.21	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00
SL1344_RS00995	0	1	0	3	2	1	0	2	1	6	4	1	3	4	2	4	0.00	1.17	0.00	3.60	4.02	1.17	0.00	2.77	1.69	4.65	4.50	1.08	9.96	4.24	2.10	4.39
stfD	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	1	0.00	0.00	0.00	1.20	4.02	0.00	1.21	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	1.10
SL1344_RS01005	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	2.01	0.00	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
stfF	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	2.01	1.17	0.00	2.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_RS01015	0	0	0	0	1	1	0	0	0	2	1	0	0	0	1	0	0.00	0.00	0.00	0.00	2.01	1.17	0.00	0.00	0.00	1.55	1.12	0.00	0.00	0.00	1.05	0.00
stfH	1	1	0	4	4	3	3	7	5	3	6	6	1	4	4	8	3.51	1.17	0.00	4.80	8.05	3.50	3.62	9.69	8.44	2.32	6.75	6.49	3.32	4.24	4.20	8.77
hemL	2	17	3	17	14	21	18	16	18	17	33	30	1	27	22	20	7.02	19.86	21.64	20.42	28.17	24.49	21.72	22.15	30.37	13.17	37.10	32.44	3.32	28.63	23.10	21.93
clcA	7	17	1	28	10	3	15	14	12	25	18	26	4	21	7	8	24.58	19.86	7.21	33.63	20.12	3.50	18.10	19.38	20.25	19.37	20.24	28.11	13.28	22.26	7.35	8.77
erpA	8	15	1	26	15	7	15	14	12	30	46	33	5	33	13	18	28.09	17.52	7.21	31.23	30.19	8.16	18.10	19.38	20.25	23.24	51.72	35.68	16.59	34.99	13.65	19.74
SL1344_RS01040	3	8	0	19	3	6	3	10	10	17	15	15	4	18	7	15	10.53	9.35	0.00	22.82	6.04	7.00	3.62	13.84	16.87	13.17	16.87	16.22	13.28	19.08	7.35	16.45
btuF	2	6	0	7	6	10	12	6	9	11	16	12	2	13	14	15	7.02	7.01	0.00	8.41	12.07	11.66	14.48	8.31	15.18	8.52	17.99	12.97	6.64	13.78	14.70	16.45
mtnN	0	7	0	3	5	12	12	3	3	5	15	10	2	12	13	13	0.00	8.18	0.00	3.60	10.06	13.99	14.48	4.15	5.06	3.87	16.87	10.81	6.64	12.72	13.65	14.26
dgt	1	5	0	7	4	9	9	10	6	22	2	5	0	3	4	6	3.51	5.84	0.00	8.41	8.05	10.50	10.86	13.84	10.12	17.04	2.25	5.41	0.00	3.18	4.20	6.58
degP	4	7	0	12	7	55	16	4	7	23	17	17	6	11	24	12	14.05	8.18	0.00	14.41	14.09	64.14	19.30	5.54	11.81	17.82	19.11	18.38	19.91	11.66	25.20	13.16
cdaR	0	2	1	4	5	7	6	2	3	11	4	3	1	4	8	4	0.00	2.34	7.21	4.80	10.06	8.16	7.24	2.77	5.06	8.52	4.50	3.24	3.32	4.24	8.40	4.39
SL1344_RS01070	1	2	3	5	3	15	10	5	4	7	8	6	1	4	12	8	3.51	2.34	21.64	6.01	6.04	17.49	12.06	6.92	6.75	5.42	8.99	6.49	3.32	4.24	12.60	8.77
SL1344_RS01075	4	28	6	26	16	17	17	29	20	39	25	28	7	28	21	26	14.05	32.71	43.28	31.23	32.20	19.82	20.51	40.14	33.74	30.21	28.11	30.27	23.23	29.69	22.05	28.52
dapD	11	37	8	30	24	30	33	27	32	46	37	46	10	38	27	39	38.63	43.23	57.71	36.04	48.30	34.99	39.81	37.37	53.99	35.64	41.60	49.74	33.19	40.29	28.35	42.77
glnD	4	13	0	5	6	9	9	12	16	19	2	17	6	16	6	10	14.05	15.19	0.00	6.01	12.07	10.50	10.86	16.61	26.99	14.72	2.25	18.38	19.91	16.96	6.30	10.97
map	8	52	5	44	34	20	16	44	28	46	23	37	13	35	19	21	28.09	60.75	36.07	52.85	68.42	23.32	19.30	60.90	47.24	35.64	25.86	40.01	43.15	37.11	19.95	23.03
rpsB	57	153	23	114	84	240	187	152	102	280	194	193	60	188	175	105	200.15	178.75	165.91	136.94	169.05	279.88	225.60	210.40	172.09	216.92	218.12	208.68	199.13	199.32	183.75	115.16
tsf	44	120	12	91	53	162	152	86	63	205	148	154	56	119	91	84	154.51	140.20	86.56	109.31	106.66	188.92	183.38	119.04	106.29	158.82	166.40	166.51	185.86	126.17	95.55	92.13
pyrH	8	18	1	17	6	35	17	29	25	38	22	23	6	27	33	18	28.09	21.03	7.21	20.42	12.07	40.82	20.51	40.14	42.18	29.44	24.74	24.87	19.91	28.63	34.65	19.74
frr	15	56	4	37	25	53	47	44	29	64	47	65	12	55	52	43	52.67	65.43	28.85	44.45	50.31	61.81	56.70	60.90	48.93	49.58	52.84	70.28	39.83	58.31	54.60	47.16
ispC	4	16	0	27	17	11	20	10	10	26	17	21	6	17	17	11	14.05	18.69	0.00	32.43	34.21	12.83	24.13	13.84	16.87	20.14	19.11	22.71	19.91	18.02	17.85	12.06
ispU	5	28	2	18	22	19	29	24	19	64	20	17	15	27	30	18	17.56	32.71	14.43	21.62	44.27	22.16	34.99	33.22	32.06	49.58	22.49	18.38	49.78	28.63	31.50	19.74
cdsA	4	24	4	17	25	22	21	11	19	47	22	11	19	29	32	24	14.05	28.04	28.85	20.42	50.31	25.66	25.34	15.23	32.06	36.41	24.74	11.89	63.06	30.75	33.60	26.32
rseP	20	40	9	43	38	38	44	35	42	85	40	31	30	57	45	39	70.23	46.73	64.92	51.65	76.47	44.31	53.08	48.45	70.86	65.85	44.97	33.52	99.57	60.43	47.25	42.77
bamA	40	125	13	146	100	95	208	93	94	252	135	119	72	151	86	132	140.46	146.04	93.77	175.38	201.25	110.79	250.94	128.73	158.59	195.23	151.79	128.67	238.96	160.09	90.30	144.77
skp	36	117	10	128	101	91	198	72	76	227	122	111	60	136	80	110	126.41	136.69	72.13	153.76	203.26	106.12	238.87	99.66	128.22	175.86	137.17	120.02	199.13	144.19	84.00	120.64
lpxD	37	144	22	157	108	102	209	89	97	243	141	140	77	180	96	116	129.92	168.24	158.69	188.59	217.35	118.95	252.15	123.19	163.65	188.26	158.53	151.37	255.55	190.84	100.80	127.22
fabZ	2	33	3	30	17	33	17	21	24	44	26	28	13	48	22	22	7.02	38.55	21.64	36.04	34.21	38.48	20.51	29.07	40.49	34.09	29.23	30.27	43.15	50.89	23.10	24.13
lpxA	9	49	7	35	30	40	25	39	30	59	23	35	16	58	28	23	31.60	57.25	50.49	42.04	60.37	46.65	30.16	53.98	50.61	45.71	25.86	37.84	53.10	61.49	29.40	25.23
lpxB	8	52	7	38	29	41	32	29	38	80	27	31	13	59	33	26	28.09	60.75	50.49	45.65	58.36	47.81	38.61	40.14	64.11	61.98	30.36	33.52	43.15	62.55	34.65	28.52
rnhB	2	9	1	15	5	9	14	3	20	40	5	10	6	16	17	13	7.02	10.51	7.21	18.02	10.06	10.50	16.89	4.15	33.74	30.99	5.62	10.81	19.91	16.96	17.85	14.26
dnaE	12	32	13	36	36	34	29	29	46	100	29	34	19	59	46	36	42.14	37.39	93.77	43.24	72.45	39.65	34.99	40.14	77.61	77.47	32.61	36.76	63.06	62.55	48.30	39.48
accA	8	16	3	19	16	27	24	30	41	77	24	21	15	43	30	22	28.09	18.69	21.64	22.82	32.20	31.49	28.95	41.53	69.17	59.65	26.98	22.71	49.78	45.59	31.50	24.13
SL1344_RS01180	0	3	0	5	3	6	6	5	8	7	6	7	1	4	7	6	0.00	3.50	0.00	6.01	6.04	7.00	7.24	6.92	13.50	5.42	6.75	7.57	3.32	4.24	7.35	6.58
ldcC	2	12	0	5	5	6	6	8	6	12	5	6	1	10	10	9	7.02	14.02	0.00	6.01	10.06	7.00	7.24	11.07	10.12	9.30	5.62	6.49	3.32	10.60	10.50	9.87
SL1344_RS01190	1	4	0	1	3	4	7	5	6	11	11	14	0	13	4	3	3.51	4.67	0.00	1.20	6.04	4.66	8.45	6.92	10.12	8.52	12.37	15.14	0.00	13.78	4.20	3.29
tilS	2	18	2	12	5	17	21	18	15	30	15	28	5	27	11	11	7.02	21.03	14.43	14.41	10.06	19.82	25.34	24.92	25.31	23.24	16.87	30.27	16.59	28.63	11.55	12.06
rof	2	11	1	7	2	13	10	9	9	21	16	18	1	15	7	14	7.02	12.85	7.21	8.41	4.02	15.16	12.06	12.46	15.18	16.27	17.99	19.46	3.32	15.90	7.35	15.35
SL1344_RS01205	1	12	0	6	3	12	9	7	7	17	17	17	1	19	9	14	3.51	14.02	0.00	7.21	6.04	13.99	10.86	9.69	11.81	13.17	19.11	18.38	3.32	20.14	9.45	15.35
SL1344_RS01210	3	2	2	3	2	3	2	6	2	3	2	2	1	3	1	5	10.53	2.34	14.43	3.60	4.02	3.50	2.41	8.31	3.37	2.32	2.25	2.16	3.32	3.18	1.05	5.48
arfB	3	3	1	12	2	8	11	5	5	11	12	14	3	14	6	10	10.53	3.50	7.21	14.41	4.02	9.33	13.27	6.92	8.44	8.52	13.49	15.14	9.96	14.84	6.30	10.97
nlpE	11	11	5	26	18	21	30	12	18	36	21	31	12	33	11	31	38.63	12.85	36.07	31.23	36.22	24.49	36.19	16.61	30.37	27.89	23.61	33.52	39.83	34.99	11.55	34.00
proS	11	41	5	29	25	37	49	29	24	41	31	40	19	49	31	42	38.63	47.90	36.07	34.84	50.31	43.15	59.12	40.14	40.49	31.76	34.85	43.25	63.06	51.95	32.55	46.06
tsaA	2	7	1	8	10	10	11	6	12	18	18	8	2	13	11	17	7.02	8.18	7.21	9.61	20.12	11.66	13.27	8.31	20.25	13.95	20.24	8.65	6.64	13.78	11.55	18.64
rcsF	1	6	1	4	8	11	11	5	7	17	16	6	5	11	10	14	3.51	7.01	7.21	4.80	16.10	12.83	13.27	6.92	11.81	13.17	17.99	6.49	16.59	11.66	10.50	15.35
metQ	2	9	0	33	16	14	33	10	11	26	22	16	5	18	8	35	7.02	10.51	0.00	39.64	32.20	16.33	39.81	13.84	18.56	20.14	24.74	17.30	16.59	19.08	8.40	38.39
SL1344_RS01245	2	7	4	20	14	6	18	6	11	13	19	17	4	12	7	21	7.02	8.18	28.85	24.02	28.17	7.00	21.72	8.31	18.56	10.07	21.36	18.38	13.28	12.72	7.35	23.03
metN	1	8	4	25	15	11	12	9	10	19	15	21	5	7	8	13	3.51	9.35	28.85	30.03	30.19	12.83	14.48	12.46	16.87	14.72	16.87	22.71	16.59	7.42	8.40	14.26
gmhB	7	16	1	17	17	18	12	15	12	47	10	20	7	17	9	16	24.58	18.69	7.21	20.42	34.21	20.99	14.48	20.76	20.25	36.41	11.24	21.62	23.23	18.02	9.45	17.55
dkgB	0	2	1	6	3	16	5	6	12	26	2	3	6	5	19	5	0.00	2.34	7.21	7.21	6.04	18.66	6.03	8.31	20.25	20.14	2.25	3.24	19.91	5.30	19.95	5.48
yafC	0	2	1	3	2	13	2	2	6	21	4	3	2	4	10	4	0.00	2.34	7.21	3.60	4.02	15.16	2.41	2.77	10.12	16.27	4.50	3.24	6.64	4.24	10.50	4.39
