gene,YB1_vs_WT_aer,dAsd_vs_WT_aer,residual_aer(YB1-dAsd),YB1_vs_WT_ana,dAsd_vs_WT_ana,residual_ana
spaK,2.7352,-1.4416,4.1768,1.095,-2.8552,3.9502
spaM,0.9822,-2.6639,3.6461,1.1799,-2.1183,3.2982
spaN,0.9092,-3.0265,3.9357,1.5425,-1.7557,3.2982
spaO,1.8421,-0.7046,2.5467,0.6945,-3.7032,4.3977
spaP,-0.6027,-2.6639,2.0612,1.0355,-3.7032,4.7387
spaQ,1.8421,-1.4416,3.2837,-0.0425,-2.8552,2.8127
spaR,-0.9653,-3.0265,2.0612,1.5425,1.0517,0.4908
spaS,-1.2548,-3.316,2.0612,0.4429,-2.8552,3.2981
speA,-0.6381,0.8378,-1.4759,0.0972,0.6609,-0.5637
speB,1.1051,2.1673,-1.0622,0.0262,-0.1629,0.1891
speD,-0.6027,-1.4416,0.8389,-0.49,-0.7398,0.2498
speE,-0.1173,-0.1081,-0.0092,-1.0898,-0.7326,-0.3572
speF,-0.1688,-1.7826,1.6138,-1.1066,-0.413,-0.6936
speFL,-1.7022,-2.1785,0.4763,1.5425,1.7886,-0.2461
speG,-0.4178,-0.0976,-0.3202,0.5855,0.1502,0.4353
spiA,-1.4958,-3.557,2.0612,-3.7429,-4.2337,0.4908
spiC,-1.765,-5.4112,3.6462,-1.3226,-3.0358,1.7132
spoT,-0.6201,-0.1432,-0.4769,-0.5326,-0.2994,-0.2332
sppA,-0.4799,1.0945,-1.5744,0.728,0.8055,-0.0775
sprB,0.6197,-3.9441,4.5638,-0.0425,-5.2882,5.2457
sptP,0.2391,-2.0582,2.2973,0.0109,-0.9037,0.9146
spvA,0.6197,-0.2192,0.8389,3.4169,1.0517,2.3652
spvB,0.9822,0.506,0.4762,0.8055,1.6683,-0.8628
spvC,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
spvD,0.6197,-1.4416,2.0613,-0.7795,-2.8552,2.0757
spvR,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
spy,-0.2283,1.0609,-1.2892,0.6096,1.4142,-0.8046
sra,2.0553,0.842,1.2133,2.2404,1.723,0.5174
srfA,4.0791,2.4653,1.6138,-0.0425,-0.5333,0.4908
srfC,0.4914,-1.0189,1.5103,0.8242,1.2121,-0.3879
srfJ,1.1051,0.9914,0.1137,3.8644,2.9261,0.9383
srfN,1.3566,0.1434,1.2132,0.6945,0.2037,0.4908
srlA,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
srlB,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
srlD,-0.1173,0.1434,-0.2607,-0.7795,-1.2703,0.4908
srlR,-0.9653,2.0179,-2.9832,-0.0425,-2.1183,2.0758
srmB,-0.3132,-0.1614,-0.1518,-0.4786,-0.5333,0.0547
ssaA,-1.7022,-0.5936,-1.1086,-0.7795,-2.8552,2.0757
ssaD,-1.8828,-3.9441,2.0613,-1.18,-3.9927,2.8127
ssaE,-1.7022,-3.7635,2.0613,-0.8905,-3.7032,2.8127
ssaG,-1.4958,-3.557,2.0612,-2.3644,-2.8552,0.4908
ssaI,-1.7022,-2.1785,0.4763,-0.0425,-0.5333,0.4908
ssaJ,-2.1877,-2.6639,0.4762,-3.7429,-4.2337,0.4908
ssaK,0.6197,-1.4416,2.0613,-2.3644,-2.8552,0.4908
ssaL,-3.2872,-2.1785,-1.1087,-0.5279,-1.0187,0.4908
ssaM,-1.4958,-3.557,2.0612,-1.6275,-3.7032,2.0757
ssaN,-3.6282,-2.5196,-1.1086,-0.4051,-2.1183,1.7132
ssaO,0.6197,0.1434,0.4763,-2.3644,-1.2703,-1.0941
ssaP,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
ssaQ,0.3302,-1.7311,2.0613,-0.5279,-1.7557,1.2278
ssaR,-2.9519,-6.5981,3.6462,-3.3353,-3.8261,0.4908
ssaT,-2.8398,-3.316,0.4762,-2.8499,-3.3407,0.4908
ssaU,-1.2548,-1.7311,0.4763,-4.2904,-4.7812,0.4908
ssaV,-3.6282,-1.7826,-1.8456,-2.8499,-1.7557,-1.0942
ssas,-1.7022,-2.1785,0.4763,-3.2124,-3.7032,0.4908
ssb1,0.3478,-0.6355,0.9833,-0.4557,-1.4032,0.9475
sscA,-1.7022,-1.4416,-0.2606,-1.7587,-1.8869,0.1282
sscB,-0.9653,0.1434,-1.1087,-2.158,-4.2337,2.0757
sseA,2.0182,1.4389,0.5793,1.2376,2.0169,-0.7793
sseB,-1.4309,-2.3926,0.9617,0.3534,-1.6113,1.9647
sseC,-1.1646,-3.2258,2.0612,-3.7109,-5.4241,1.7132
sseD,-1.2548,-3.316,2.0612,-1.421,-4.2337,2.8127
sseE,-1.2548,-3.316,2.0612,-2.8499,-3.3407,0.4908
sseF,1.1051,-2.1785,3.2836,-0.7795,-1.2703,0.4908
sseG,-1.1459,-1.6221,0.4762,-2.8499,0.3598,-3.2097
sseI,-0.9653,-3.7635,2.7982,-2.765,-5.5777,2.8127
sseJ,-2.1877,-2.6639,0.4762,-1.6275,-0.5333,-1.0942
sseK2,-1.1459,-3.9441,2.7982,-1.6275,-0.0028,-1.6247
sseK3,-2.5106,-6.0225,3.5119,-3.3375,-5.1237,1.7862
sseL,-2.9246,-2.1785,-0.7461,-2.082,-3.4208,1.3388
sspA,-0.9058,0.0165,-0.9223,-0.7475,-0.7416,-0.0059
sspB,0.2571,-0.3041,0.5612,-0.839,-0.7197,-0.1193
sspH2,-1.3612,-0.9561,-0.4051,-2.4394,-1.8829,-0.5565
ssrA,0.4584,-0.3413,0.7997,0.6334,0.5975,0.0359
ssrS,1.1905,-0.3767,1.5672,0.9001,0.6017,0.2984
sstT,-0.0084,1.1003,-1.1087,-0.2978,0.3658,-0.6636
stbB,2.2046,0.1434,2.0612,1.5425,-0.5333,2.0758
stbD,2.2046,1.7284,0.4762,-0.0425,-2.8552,2.8127
stbE,-0.6027,-2.6639,2.0612,-0.0425,-1.2703,1.2278
stcB,-0.9653,0.8804,-1.8457,-0.0425,1.7886,-1.8311
stdB,1.8421,-1.4416,3.2837,-0.0425,3.3736,-3.4161
stdC,0.6197,0.1434,0.4763,-1.6275,-0.5333,-1.0942
steA,0.2786,0.7535,-0.4749,0.2623,0.4236,-0.1613
steB,-0.9653,-3.0265,2.0612,-2.3644,-2.8552,0.4908
steC,-1.9164,-2.3926,0.4762,-1.7925,-4.1578,2.3653
steD,-2.9246,-4.9859,2.0613,-1.8268,-5.4875,3.6607
stfA,2.2046,0.1434,2.0612,-0.0425,1.0517,-1.0942
stfD,0.6197,0.1434,0.4763,2.2794,1.0517,1.2277
stfF,-1.7022,-2.1785,0.4763,-0.0425,-0.5333,0.4908
stfH,-2.0433,-0.4041,-1.6392,1.095,1.5371,-0.4421
sthA,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
sthE,-0.9653,1.7284,-2.6937,0.8055,0.8452,-0.0397
stiA,-0.9653,0.8804,-1.8457,-0.0425,0.2037,-0.2462
stiB,0.6197,1.7284,-1.1087,-1.6275,-2.1183,0.4908
stjC,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
stpA,0.014,0.506,-0.492,0.209,1.2241,-1.0151
sucA,-0.0408,-0.4269,0.3861,-0.4971,-0.5333,0.0362
sucC,0.0892,-1.2351,1.3243,-0.9754,-1.7557,0.7803
sucD,-0.0866,-0.5629,0.4763,-0.6482,-0.305,-0.3432
sufA,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
sufB,-0.1173,-0.5936,0.4763,0.6945,0.2037,0.4908
sufC,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
sufD,0.6197,0.6288,-0.0091,-1.2649,-3.3407,2.0758
sufE,-0.9653,0.1434,-1.1087,-0.0425,1.0517,-1.0942
sufS,0.6197,2.4653,-1.8456,1.5425,0.6891,0.8534
sugE,-1.0742,-1.1144,0.0402,-0.8905,-0.8959,0.0054
suhB,-0.5447,-0.7774,0.2327,-1.0682,-0.9164,-0.1518
sul2,-0.5031,-0.302,-0.2011,-0.1508,-0.1636,0.0128
sulA,-0.2364,-1.5902,1.3538,-0.1287,-0.072,-0.0567
surA,-0.237,-0.04,-0.197,0.0238,-0.6389,0.6627
surE,0.014,-0.1279,0.1419,-0.3557,-0.4646,0.1089
syd,0.2493,-1.061,1.3103,-0.6044,0.0044,-0.6088
symE,-0.9653,1.3658,-2.3311,-0.0425,1.0517,-1.0942
tadA,-0.6027,0.7955,-1.3982,-0.6946,-1.1854,0.4908
tag,0.0514,-0.639,0.6904,0.8173,0.5447,0.2726
tagK,0.6197,2.4653,-1.8456,-0.0425,2.9261,-2.9686
tal,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
tamA,0.014,0.4404,-0.4264,-0.0425,0.6311,-0.6736
tamB,0.5065,0.3928,0.1137,-0.203,0.3753,-0.5783
tap,0.0633,-0.413,0.4763,-0.6705,0.2372,-0.9077
tapT,0.6197,0.6739,-0.0542,0.488,0.8203,-0.3323
tar,2.4069,-1.6409,4.0478,1.6653,-2.5657,4.231
tatA,0.4753,-0.001,0.4763,-1.879,0.3774,-2.2564
tatB,-0.6242,0.1434,-0.7676,-0.394,-0.0703,-0.3237
tatC,-0.5292,0.1434,-0.6726,-0.332,-0.2061,-0.1259
tatD,0.1722,-0.9561,1.1283,-1.6275,-0.6777,-0.9498
tatE,1.1564,1.0705,0.0859,0.6195,1.3577,-0.7382
tcdA,0.4884,0.2637,0.2247,1.5425,1.4476,0.0949
tcp,1.3754,-1.6999,3.0753,0.1012,-3.2528,3.354
tctD,1.3566,0.1434,1.2132,-0.0425,1.0517,-1.0942
tcuA,-1.7022,-0.5936,-1.1086,-0.0425,-0.5333,0.4908
tcuB,2.2046,0.1434,2.0612,0.6945,1.0517,-0.3572
tcuC,-2.0433,-0.4041,-1.6392,1.0216,0.2552,0.7664
tcuR,-0.5178,-0.5087,-0.0091,0.6096,0.3598,0.2498
tcyJ,1.3566,0.3427,1.0139,0.3881,0.7245,-0.3364
tcyL,0.9822,-0.342,1.3242,1.5425,2.274,-0.7315
tcyN,1.6615,-0.4846,2.1461,2.3596,2.0856,0.274
tcyP,0.6197,-0.2618,0.8815,0.5675,3.1436,-2.5761
tdcA,-0.1173,-0.5936,0.4763,-0.0425,1.7886,-1.8311
tdcB,-0.9653,-1.4416,0.4763,-1.6275,-2.1183,0.4908
tdcC,1.8421,-1.4416,3.2837,0.8055,-1.2703,2.0758
tdcD,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
tdcG,-0.9653,-0.7046,-0.2607,-1.6275,0.2037,-1.8312
tdh,0.4592,1.1809,-0.7217,0.728,0.4236,0.3044
tdk,1.2718,0.506,0.7658,-0.0425,-0.3728,0.3303
tehA,1.4677,0.1434,1.3243,0.6945,1.3412,-0.6467
tehB,0.6197,1.584,-0.9643,0.3201,1.0517,-0.7316
tesA,-0.1173,-0.9561,0.8388,-1.421,-0.7743,-0.6467
tesB,0.3093,-0.7233,1.0326,-0.203,0.8335,-1.0365
tgt,-0.3944,-1.2577,0.8633,-0.2693,-0.0858,-0.1835
thiB,1.3566,2.0179,-0.6613,-0.7795,-1.6328,0.8533
thiC,-1.9164,-2.3926,0.4762,-1.808,-1.8134,0.0054
thiD,0.1343,-2.6639,2.7982,-0.5279,-0.1707,-0.3572
thiE,2.2046,0.1434,2.0612,-0.0425,1.0517,-1.0942
thiG,-0.9653,-1.4416,0.4763,2.2794,-0.5333,2.8127
thiH,-1.2548,-1.7311,0.4763,-0.0425,1.0517,-1.0942
thiI,-0.1016,-0.3611,0.2595,-0.2835,-0.4117,0.1282
thiK,0.3787,0.5304,-0.1517,0.247,1.251,-1.004
thiL,-0.6758,-1.152,0.4762,-0.5989,0.1082,-0.7071
thiM,-0.9653,-2.1785,1.2132,-0.9356,-0.7743,-0.1613
thiP,0.6197,3.8438,-3.2241,-0.249,-0.9808,0.7318
thiQ,1.8421,1.3658,0.4763,0.6945,0.2037,0.4908
thiS,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
thpR,0.6197,0.6288,-0.0091,-0.0425,1.4142,-1.4567
thrA,0.4391,-0.7741,1.2132,0.4429,-0.0479,0.4908
thrB,0.9822,0.7955,0.1867,-0.0425,0.0947,-0.1372
thrC,-0.094,-0.9662,0.8722,-0.1708,-0.4732,0.3024
thrL,1.61,1.5366,0.0734,0.6515,0.3029,0.3486
thrP,-1.1303,-1.3656,0.2353,-0.3835,-0.6938,0.3103
thrS,-0.2356,-1.0311,0.7955,-0.4473,-0.8808,0.4335
thyA,0.0096,0.0403,-0.0307,-1.2649,0.1188,-1.3837
tig,0.3622,0.1767,0.1855,-0.2118,-0.0536,-0.1582
tilS,0.0578,-0.1669,0.2247,-0.5279,0.4035,-0.9314
timP,0.93,1.0335,-0.1035,0.9367,2.1512,-1.2145
tisB,0.4446,-1.2854,1.73,1.5979,0.9338,0.6641
tkt,0.3302,0.6082,-0.278,0.391,0.8947,-0.5037
tldD,-0.4531,-0.658,0.2049,-0.7073,-0.5784,-0.1289
tmcA,0.4753,0.2747,0.2006,-0.1185,-0.4612,0.3427
tmk,-0.0324,0.5909,-0.6233,-1.4831,0.173,-1.6561
tnpA,2.2046,0.1434,2.0612,0.6945,-2.1183,2.8128
tolA,-0.1768,-0.043,-0.1338,0.3201,0.9073,-0.5872
tolB,-0.0652,0.4856,-0.5508,0.3975,0.2434,0.1541
tolC,0.2378,0.6944,-0.4566,0.3896,-0.1012,0.4908
tolQ,0.8712,1.479,-0.6078,-0.6841,0.331,-1.0151
tolR,-0.9653,1.0609,-2.0262,-0.8905,1.1548,-2.0453
tomB,0.0633,1.2275,-1.1642,0.8242,1.2121,-0.3879
tonB,-4.0242,-0.5936,-3.4306,-1.08,-2.3593,1.2793
topA,0.4914,0.0151,0.4763,-1.0898,-0.8057,-0.2841
topB,0.2378,0.2717,-0.0339,-0.094,-0.0994,0.0054
torA,0.6197,-1.4416,2.0613,-3.2124,0.2037,-3.4161
torC,0.6197,0.9914,-0.3717,-0.0425,3.859,-3.9015
torD,1.1051,-2.1785,3.2836,2.7648,2.274,0.4908
torR,0.6197,2.6459,-2.0262,1.832,1.9692,-0.1372
torS,-1.0374,0.1434,-1.1808,-0.4971,0.3658,-0.8629
torT,-1.0965,-0.2927,-0.8038,-0.59,0.4282,-1.0182
tpiA,0.7822,1.7661,-0.9839,1.0652,1.1022,-0.037
tpx,0.93,-1.8682,2.7982,0.9227,-0.4882,1.4109
traA,-0.9653,0.1434,-1.1087,2.2794,1.0517,1.2277
traB,-0.1173,-2.1785,2.0612,-1.6275,0.2037,-1.8312
traC,-0.9653,1.7284,-2.6937,1.5425,2.6366,-1.0941
traD,-0.4583,-4.1045,3.6462,-0.2835,-0.7743,0.4908
traE,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
traF,-0.2283,-1.4416,1.2133,-0.0425,-0.5333,0.4908
traG,-0.1173,-0.2525,0.1352,0.0887,-0.0676,0.1563
traH,-1.4958,-1.9721,0.4763,1.832,1.5822,0.2498
traI,0.9024,-0.1775,1.0799,1.8407,2.2706,-0.4299
traJ,2.9416,2.4653,0.4763,-0.0425,1.3412,-1.3837
traK,-1.7022,-2.1785,0.4763,1.5425,-0.5333,2.0758
traL,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
traM,0.6197,1.7284,-1.1087,-0.0425,1.7886,-1.8311
traN,-2.1877,-0.342,-1.8457,-1.6275,-2.1183,0.4908
traO,-3.4678,-1.6221,-1.8457,-0.0425,0.1188,-0.1613
traP,-0.9653,-1.4416,0.4763,-0.0425,1.7886,-1.8311
traQ,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
traR,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
traS,2.9416,0.1434,2.7982,-1.6275,-2.1183,0.4908
traT,-0.2283,-0.3942,0.1659,-0.2978,-0.5333,0.2355
traU,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
traV,-0.9653,-1.4416,0.4763,-0.0425,1.0517,-1.0942
traW,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
traX,0.9092,-0.2192,1.1284,1.5425,2.9261,-1.3836
traY,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
trbA,-0.4583,-0.6451,0.1868,-0.0425,0.5662,-0.6087
trbB,0.6197,0.1434,0.4763,-1.6275,-0.5333,-1.0942
trbC,-1.7022,-2.1785,0.4763,-0.0425,1.7886,-1.8311
trbE,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
trbI,-0.9653,0.1434,-1.1087,-1.6275,-2.1183,0.4908
treC,-0.6027,-2.6639,2.0612,2.2794,3.3736,-1.0942
treR,-0.2034,-1.2102,1.0068,0.1639,0.4101,-0.2462
treY,-4.0242,-1.6931,-2.3311,-3.5019,-0.2923,-3.2096
treZ,0.6197,-0.2192,0.8389,-1.142,-1.6328,0.4908
trhA,0.1212,-2.2449,2.3661,0.0967,-1.2825,1.3792
trkA,-0.7243,-1.2005,0.4762,-0.8043,-0.8645,0.0602
trkH,1.2183,0.3717,0.8466,0.1056,-0.1882,0.2938
trmA,0.2453,-0.7379,0.9832,0.1858,-0.7084,0.8942
trmB,1.3566,1.0609,0.2957,0.6945,1.251,-0.5565
trmD,0.0905,-0.0079,0.0984,-0.2818,-0.2085,-0.0733
trmH,-0.5884,-0.9685,0.3801,-0.1654,-0.2654,0.1
trmJ,0.1876,-1.1367,1.3243,-0.2715,-0.615,0.3435
trmL,0.6197,2.9508,-2.3311,0.6945,0.2037,0.4908
trmN,-0.8209,-0.1976,-0.6233,-1.1066,0.1526,-1.2592
trpA,-1.4958,-0.7497,-0.7461,-0.0425,-0.5333,0.4908
trpB,-0.6027,-2.6639,2.0612,-0.9356,-0.3269,-0.6087
trpCF,-0.5178,-0.9941,0.4763,0.6096,0.5662,0.0434
trpD,1.3566,0.1434,1.2132,-1.2649,-3.3407,2.0758
trpL,1.9982,0.6288,1.3694,2.2794,1.0517,1.2277
trpR,-0.9653,-0.5485,-0.4168,-0.5279,-0.4021,-0.1258
trpS,-1.1646,-4.8108,3.6462,-1.7306,-3.8063,2.0757
truA,0.0633,0.1434,-0.0801,-0.5146,-0.1782,-0.3364
truB,-0.9358,-1.0302,0.0944,-0.9452,-1.8166,0.8714
truC,-0.9653,0.4329,-1.3982,-0.6705,0.1341,-0.8046
truD,0.3302,0.0532,0.277,0.7589,0.4035,0.3554
trxA,0.0667,-0.342,0.4087,0.2673,0.5788,-0.3115
trxB,0.5569,0.6549,-0.098,-0.5044,0.2427,-0.7471
trxC,-1.7022,-0.3041,-1.3981,0.8506,1.6135,-0.7629
tsaA,-0.734,-0.1322,-0.6018,0.4645,-0.8743,1.3388
tsaB,-0.4221,0.0585,-0.4806,1.5425,0.8912,0.6513
tsaC,0.2327,-0.4846,0.7173,-0.0425,-0.6777,0.6352
tsaD,-0.4143,-0.0734,-0.3409,-0.7284,0.2345,-0.9629
tsaE,-1.2548,-0.9941,-0.2607,2.073,0.6891,1.3839
tsf,0.3401,0.2583,0.0818,-0.4391,-0.2427,-0.1964
tsgA,-0.6027,-0.7895,0.1868,0.1381,-0.1923,0.3304
tsr,1.7277,-2.1785,3.9062,0.1999,-4.6208,4.8207
tssB,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
tssC,2.2046,1.7284,0.4762,1.5425,1.0517,0.4908
tssE,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
tssF,-0.9653,0.8804,-1.8457,1.5425,2.274,-0.7315
tssG,0.6197,2.4653,-1.8456,-1.6275,-0.5333,-1.0942
tssH,0.6197,4.667,-4.0473,2.2794,3.7146,-1.4352
tssJ,-0.9653,-1.4416,0.4763,-0.0425,1.0517,-1.0942
tssK,0.6197,1.7284,-1.1087,-0.0425,0.2037,-0.2462
tssL,-0.9653,0.1434,-1.1087,-0.0425,-3.3407,3.2982
ttcA,-1.1646,-0.7233,-0.4413,0.1381,0.2037,-0.0656
ttdA,0.6197,0.1434,0.4763,-1.6275,-0.5333,-1.0942
ttdB,0.6197,1.7284,-1.1087,-1.6275,-2.1183,0.4908
ttrA,-2.5502,-1.4416,-1.1086,0.4429,-0.0479,0.4908
ttrB,0.6197,1.7284,-1.1087,0.6945,-0.5333,1.2278
ttrC,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
ttrR,1.1051,-2.1785,3.2836,2.7648,-0.5333,3.2981
ttrS,-0.9653,-2.6639,1.6986,1.5425,-0.5333,2.0758
tuf,0.3947,1.1692,-0.7745,0.5305,1.6086,-1.0781
tus,2.2046,1.3658,0.8388,-0.0425,-0.2438,0.2013
tusA,0.4391,0.4483,-0.0092,0.1019,-0.3889,0.4908
tusB,-0.5379,-1.2551,0.7172,0.7193,-0.413,1.1323
tusC,0.9822,-1.079,2.0612,-0.4295,-0.3728,-0.0567
tusD,0.3302,0.1434,0.1868,-1.6275,-0.8382,-0.7893
tusE,0.6197,1.0248,-0.4051,0.1639,1.697,-1.5331
typA,0.2277,-0.2207,0.4484,-0.2863,-0.2559,-0.0304
tyrA,-2.1028,-2.975,0.8722,-1.7719,-2.8861,1.1142
tyrB,0.2163,-1.3073,1.5236,0.0072,-1.2369,1.2441
tyrP,-0.8751,-1.3514,0.4763,-0.4786,-1.3564,0.8778
tyrR,-0.0038,-1.0456,1.0418,0.1757,-0.2654,0.4411
tyrS,0.5166,0.2083,0.3083,0.4277,0.4601,-0.0324
ubiA,-0.6242,-1.261,0.6368,-0.5527,-1.5643,1.0116
ubiB,0.5065,-0.5401,1.0466,-0.6823,-0.4496,-0.2327
ubiC,-0.8474,-1.5043,0.6569,-0.6044,-0.9639,0.3595
ubiD,0.2866,-0.4792,0.7658,-0.0651,-0.7244,0.6593
ubiE,-0.4322,-0.4331,0.0009,-0.0959,-0.2923,0.1964
ubiF,0.5086,0.8148,-0.3062,-0.2418,0.1849,-0.4267
ubiG,-0.3569,-0.7429,0.386,0.3914,-0.3438,0.7352
ubiH,-0.1422,-1.0545,0.9123,-0.1906,-0.6055,0.4149
ubiI,-0.1173,-1.4416,1.3243,0.17,-1.5564,1.7264
ubiJ,-0.2034,-0.6797,0.4763,-0.0425,0.2372,-0.2797
ubiK,0.6824,0.1434,0.539,-0.1404,0.3814,-0.5218
ubiT,0.1722,0.6288,-0.4566,1.3981,2.3318,-0.9337
ubiU,-0.1173,1.5219,-1.6392,-1.6275,2.5256,-4.1531
ucpA,0.0892,-0.0976,0.1868,-0.6946,-0.0858,-0.6088
udk,1.5128,1.2429,0.2699,-0.8905,1.4261,-2.3166
udp,-0.4799,0.0643,-0.5442,-0.3769,-0.3469,-0.03
ugd,-0.1173,0.9914,-1.1087,-0.7795,0.3147,-1.0942
ugpA,0.6197,1.7284,-1.1087,-0.0425,2.274,-2.3165
ugpB,-2.8398,-0.9941,-1.8457,2.2794,2.6366,-0.3572
ugpE,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
ugpQ,0.8607,1.2075,-0.3468,-0.9754,0.3598,-1.3352
uhpA,-0.9653,0.1434,-1.1087,1.5425,1.0517,0.4908
uhpB,-0.1173,1.2809,-1.3982,-1.2649,-0.5333,-0.7316
uhpT,2.9416,3.3133,-0.3717,-0.0425,1.0517,-1.0942
ulaA,1.8421,-1.4416,3.2837,-0.7795,-0.5333,-0.2462
ulaB,2.2046,0.1434,2.0612,-2.3644,-2.8552,0.4908
ulaC,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
ulaD,-0.9653,0.1434,-1.1087,-1.6275,-2.1183,0.4908
ulaE,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
ulaG,0.6197,0.8804,-0.2607,-0.0425,-0.5333,0.4908
ulaR,-0.1173,1.7284,-1.8457,0.4429,0.8452,-0.4023
umuD,-0.1173,0.1434,-0.2607,-0.0425,-0.5333,0.4908
ung,-0.4348,1.2214,-1.6562,1.1799,1.2642,-0.0843
upp,-0.6758,0.2465,-0.9223,-0.0425,0.6042,-0.6467
uraA,1.2718,0.506,0.7658,1.336,1.6683,-0.3323
urfF,0.6197,-0.9346,1.5543,0.118,0.2372,-0.1192
ushA,0.2327,0.1434,0.0893,0.1639,0.2898,-0.1259
uspA,-0.3956,0.0493,-0.4449,0.486,-0.2555,0.7415
uspB,-0.2734,0.1434,-0.4168,-0.7795,-0.7398,-0.0397
uspC,0.7801,-0.2436,1.0237,0.7589,-1.2703,2.0292
uspE,-0.0839,-1.0456,0.9617,0.1765,-0.3555,0.532
uspF,-0.0866,-0.2872,0.2006,0.0424,-0.0231,0.0655
uspG,-0.0324,0.8804,-0.9128,0.7142,1.7886,-1.0744
uvrA,-0.4746,-0.3275,-0.1471,-0.1059,-0.2523,0.1464
uvrB,0.0552,-0.342,0.3972,-0.0207,-0.183,0.1623
uvrC,0.3227,-0.639,0.9617,0.6757,0.7413,-0.0656
uvrD,-0.3534,-0.3751,0.0217,0.0463,-0.0028,0.0491
uvrY,0.2745,0.3167,-0.0422,0.0887,-0.0676,0.1563
uxaC,-0.6604,-2.3591,1.6987,-1.421,0.2898,-1.7108
uxuA,0.6197,0.1434,0.4763,-0.0425,1.3412,-1.3837
uxuR,-0.6153,-2.5904,1.9751,-0.8596,-1.3504,0.4908
vapB,0.8607,-0.5087,1.3694,-0.332,0.7622,-1.0942
vapC,0.6197,0.4483,0.1714,-0.7795,-0.6536,-0.1259
viaA,-0.9653,-0.5485,-0.4168,-0.7099,-1.2007,0.4908
waaA,0.1625,-0.0066,0.1691,-0.3952,-0.0882,-0.307
waaB,0.1343,-0.342,0.4763,-0.4786,-1.8869,1.4083
waaO,-0.1173,-0.5936,0.4763,-0.332,-0.5333,0.2013
waaZ,-1.4649,-0.3234,-1.1415,-1.0828,0.2142,-1.297
wcaA,0.6197,-1.4416,2.0613,1.5425,1.7886,-0.2461
wcaB,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
wcaC,0.6197,0.1434,0.4763,-1.6275,-2.1183,0.4908
wcaD,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
wcaE,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
wcaF,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
wcaI,0.6197,2.4653,-1.8456,-0.0425,1.7886,-1.8311
wcaJ,1.8421,1.3658,0.4763,1.057,0.5662,0.4908
wcaK,1.3566,-1.4416,2.7982,2.073,-2.1183,4.1913
wcaL,0.6197,0.1434,0.4763,-0.0425,-2.1183,2.0758
wcaM,3.427,1.7284,1.6986,-0.0425,2.274,-2.3165
wecA,-1.1717,-0.3041,-0.8676,-0.0923,-0.4387,0.3464
wecB,0.4391,0.4483,-0.0092,-0.7795,-0.0479,-0.7316
wecC,-0.4583,0.6504,-1.1087,-0.4051,0.3265,-0.7316
wecG,-2.1877,-1.2854,-0.9023,-0.3835,0.0767,-0.4602
wrbA,0.9092,2.1028,-1.1936,1.1963,1.1979,-0.0016
wzb,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
wzc,-0.1173,-2.1785,2.0612,-0.0425,-1.2703,1.2278
wzxC,0.6197,-1.4416,2.0613,-0.0425,0.2037,-0.2462
wzxE,-0.4348,-0.3636,-0.0712,1.0355,1.3412,-0.3057
wzyE,-0.4445,0.2637,-0.7082,0.209,0.2838,-0.0748
wzz(fepE),-0.1975,-0.5425,0.345,-0.203,0.7106,-0.9136
wzzB,-0.6324,-1.5325,0.9001,-0.9356,-0.7743,-0.1613
wzzE,-0.4644,-0.0927,-0.3717,0.3319,1.6543,-1.3224
xanP,-1.3063,0.419,-1.7253,1.1799,2.0247,-0.8448
xapA,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
